release_agency,species,run,brood_year,release_year,first_release_date,last_release_date,mean_release_date,release_stage,rearing_type,avg_weight,avg_length,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,total_release
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,27361
CDFO,chinook,2,1990,1991,6/15/1991,6/4/1991,160.5,S,H,4.94,77,R-Puntledge R Up,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,822436
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,27597
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,18692
CDFO,chinook,2,1990,1991,6/15/1991,6/4/1991,160.5,S,H,4.94,77,R-Puntledge R Up,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,816295
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,204599
CDFO,chinook,2,1981,1982,4/15/1982,4/8/1982,101.5,S,H,4,71.26354602,R-Pitt R Up,H-Chilliwack River H,S-Pitt R Up,BC,FRTH,LWFR,49300
CDFO,chinook,3,2002,2003,5/26/2003,5/26/2003,146,S,H,9.11,92,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,717017
CDFO,chinook,3,2002,2003,5/30/2003,5/30/2003,150,S,H,6.84,86,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,997040
CDFO,chinook,3,2005,2006,5/2/2006,5/2/2006,122,S,H,5.6,79.51528831,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,120559
CDFO,chinook,2,2004,2005,5/10/2005,5/11/2005,130.5,S,H,6.1,81,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,125787
CDFO,chinook,3,1983,1984,6/15/1984,6/11/1984,165,S,H,6.1,81.76077647,R-Capilano R,H-Capilano River H,S-Big Qual+Capilano,BC,GST,GSMN,193318
CDFO,chinook,2,2001,2002,5/28/2002,5/28/2002,148,S,H,7.1,87,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,130679
CDFO,chinook,1,2001,2003,4/23/2003,4/24/2003,113.5,Y,H,11.68,103,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,49533
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,199084
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,200361
CDFO,chinook,2,2002,2003,5/12/2003,5/15/2003,133.5,S,H,6.8,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,111063
CDFO,chinook,2,2003,2004,5/9/2004,5/12/2004,131.5,S,H,5.81,79,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,247019
CDFO,chinook,2,1982,1983,3/15/1983,3/18/1983,75.5,F,H,1.3,49.42236845,R-Quesnel R,H-Quesnel River H,S-Quesnel R,BC,FRTH,UPFR,25894
CDFO,chinook,2,1982,1983,4/15/1983,4/1/1983,98,F,H,1.7,53.93378423,R-Quesnel R,H-Quesnel River H,S-Quesnel R,BC,FRTH,UPFR,25526
CDFO,chinook,3,2004,2005,5/13/2005,5/13/2005,133,S,H,6.43,82,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,437863
CDFO,chinook,3,2005,2006,5/15/2006,5/15/2006,135,S,H,9.84,97,R-Chemainus R,H-Nanaimo River H,S-Chemainus R,BC,GST,GSVI,28339
CDFO,chinook,1,2004,2006,4/24/2006,4/26/2006,115,Y,H,15.87,112,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,46517
CDFO,chinook,3,2007,2008,6/6/2008,6/6/2008,158,S,H,6.81,87,R-Stave R,H-Inch Creek H,S-Stave R,BC,FRTH,LWFR,214002
CDFO,chinook,3,2007,2008,3/7/2008,3/7/2008,67,E,H,NA,NA,R-Cameron Lk,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,28844
CDFO,chinook,3,2007,2008,3/7/2008,3/7/2008,67,E,H,NA,NA,R-Cameron R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,43266
CDFO,chinook,3,2007,2008,3/7/2008,3/7/2008,67,E,H,NA,NA,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,43266
CDFO,chinook,3,2007,2008,5/20/2008,5/20/2008,141,S,H,7,87,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,587020
CDFO,chinook,3,2007,2008,5/21/2008,5/21/2008,142,S,H,7.5,88,R-Sandy Cv,H-Sandy Cove Seapen,S-Capilano R,BC,GST,GSMN,99674
CDFO,chinook,1,1986,1988,3/15/1988,3/2/1988,68.5,Y,H,11,99.06629974,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,10925
CDFO,chinook,1,1986,1988,3/15/1988,3/2/1988,68.5,Y,H,11,99.06629974,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,10885
CDFO,chinook,1,1987,1989,4/15/1989,4/11/1989,103,Y,H,12.15,102.326396,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,11050
CDFO,chinook,1,1987,1989,4/15/1989,4/11/1989,103,Y,H,12.15,102.326396,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,11086
CDFO,chinook,2,1986,1987,4/15/1987,4/24/1987,109.5,S,H,3.9,70.67845323,R-Chilko R,H-Quesnel River H,S-Chilko R,BC,FRTH,UPFR,33860
CDFO,chinook,2,1986,1987,4/15/1987,4/24/1987,109.5,S,H,3.9,70.67845323,R-Chilko R,H-Quesnel River H,S-Chilko R,BC,FRTH,UPFR,34023
CDFO,chinook,3,1984,1985,5/15/1985,5/30/1985,142.5,S,H,6.6,83.88533368,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,88439
CDFO,chinook,3,1984,1985,5/15/1985,5/30/1985,142.5,S,H,3.5,68.23130767,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,152414
CDFO,chinook,2,2001,2002,5/17/2002,5/19/2002,138,S,H,6.54,82,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,26850
CDFO,chinook,1,1990,1991,4/15/1991,4/25/1991,110,S,H,4.8,76,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,36832
CDFO,chinook,1,1990,1991,4/15/1991,4/25/1991,110,S,H,4.8,76,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,36799
CDFO,chinook,1,1990,1991,4/15/1991,4/25/1991,110,S,H,4.8,76,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,37123
CDFO,chinook,3,2004,2005,5/10/2005,5/30/2005,140,S,H,5,76.63442959,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,200074
CDFO,chinook,3,2005,2006,5/2/2006,5/12/2006,127,S,H,5.6,79.51528831,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,94081
CDFO,chinook,1,1990,1991,4/15/1991,4/23/1991,109,S,H,6,82,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,22861
CDFO,chinook,3,1984,1985,6/15/1985,6/19/1985,168,S,H,5.3,78.10236735,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,80711
CDFO,chinook,1,1990,1991,4/15/1991,4/23/1991,109,S,H,6,82,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,23672
CDFO,chinook,3,1984,1985,6/15/1985,6/19/1985,168,S,H,5.7,79.97489446,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,110023
CDFO,chinook,3,2004,2005,4/23/2005,4/23/2005,113,S,H,7,85.50807677,R-L Campbell R,H-Little Campbell River H,S-L Campbell R,BC,GST,GSMS,1016
CDFO,chinook,3,2000,2001,5/22/2001,5/22/2001,142,S,H,5,76.63442959,R-Chilliwack R,H-Chilliwack River H,S-Chill+Harrison R,BC,FRTH,LWFR,77975
CDFO,chinook,3,2000,2001,5/22/2001,5/22/2001,142,S,H,5,76.63442959,R-Chilliwack R,H-Chilliwack River H,S-Chill+Harrison R,BC,FRTH,LWFR,78005
CDFO,chinook,3,2003,2004,6/4/2004,6/4/2004,156,S,H,5.06,81,R-Chehalis R,H-Chehalis River H,S-Harrison R,BC,FRTH,LWFR,322815
CDFO,chinook,3,2001,2002,5/15/2002,5/16/2002,135.5,S,H,5.64,79.69978972,R-Cowichan R Up,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,787409
CDFO,chinook,3,2001,2002,5/15/2002,5/16/2002,135.5,S,H,5.64,79.69978972,R-Cowichan R Up,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,787221
CDFO,chinook,3,2004,2005,5/14/2005,6/8/2005,146.5,S,H,4.52,74.15683639,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,127170
CDFO,chinook,3,2011,2012,5/17/2012,5/17/2012,138,S,H,5.21,77.66800285,R-Sturt Bay,H-Sturt Bay Seapen,S-Lang Cr,BC,GST,GSMN,82337
CDFO,chinook,2,1996,1997,5/1/1997,5/1/1997,121,F,H,1.5,51.7798252,R-Shuswap R Low,H-Vernon Schools,S-Shuswap R Low,BC,FRTH,TOMM,300
CDFO,chinook,1,1990,1991,4/15/1991,4/23/1991,109,S,H,6,82,R-West Road R,H-Quesnel River H,S-West Road R,BC,FRTH,UPFR,18787
CDFO,chinook,2,1990,1991,4/15/1991,4/23/1991,109,S,H,12.7,101,R-Raft R,"H-Clearwater River, Up, H",S-Raft R,BC,FRTH,TOMM,27486
CDFO,chinook,3,2011,2012,5/4/2012,5/4/2012,125,S,H,5,76.63442959,R-Chapman Cr,H-Chapman Creek H,S-Lang Cr,BC,GST,GSMN,54115
CDFO,chinook,3,2006,2007,6/1/2007,6/1/2007,152,S,H,5.7,82,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,279782
CDFO,chinook,3,2003,2004,5/9/2004,5/17/2004,134,S,H,5.9,80.878044,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,178098
CDFO,chinook,3,2007,2008,6/18/2008,6/18/2008,170,S,H,4.85,75.87810059,R-Harrison R,H-Chehalis River H,S-Harrison R,BC,FRTH,LWFR,27829
CDFO,chinook,3,2002,2003,5/26/2003,5/26/2003,146,S,H,5.74,80.15721439,R-Cowichan R Up,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,257226
CDFO,chinook,1,1988,1989,5/15/1989,5/11/1989,133,S,H,12,101.913311,R-Birkenhead R,H-Birkenhead River H,S-Birkenhead R,BC,FRTH,LWFR,86510
CDFO,chinook,1,1988,1989,4/15/1989,4/12/1989,103.5,S,H,6.7,89,R-Cariboo R Low,H-Quesnel River H,S-Cariboo R Up,BC,FRTH,UPFR,51000
CDFO,chinook,1,2007,2008,5/1/2008,5/1/2008,122,E,H,0.35,32.23716656,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,5447
CDFO,chinook,1,2007,2008,5/1/2008,5/1/2008,122,F,H,1.24,46,R-Coldwater R,H-Spius Creek H,S-Coldwater R,BC,FRTH,TOMM,9837
CDFO,chinook,3,2003,2004,5/9/2004,5/17/2004,134,S,H,5.5,79.05011355,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,337253
CDFO,chinook,1,2005,2007,4/24/2007,4/24/2007,114,Y,H,15.82,112,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,29584
CDFO,chinook,1,2005,2007,4/24/2007,4/24/2007,114,Y,H,15.82,112,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,21896
CDFO,chinook,1,2003,2005,4/29/2005,5/2/2005,120.5,Y,H,16,112,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,21055
CDFO,chinook,2,2002,2003,5/30/2003,5/30/2003,150,S,H,7.2,87,R-Maria Sl,H-Inch Creek H,S-Maria Sl,BC,FRTH,LWFR,10127
CDFO,chinook,3,2011,2012,5/16/2012,5/18/2012,138,S,H,7.79,88,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,467122
CDFO,chinook,3,2011,2012,5/3/2012,5/3/2012,124,S,H,6.48,83,R-Sandy Cv,H-Sandy Cove Seapen,S-Capilano R,BC,GST,GSMN,99989
CDFO,chinook,2,2011,2012,5/15/2012,5/15/2012,136,S,H,8.84,89,R-Tenderfoot Lk,H-Tenderfoot Creek H,S-Cheakamus R,BC,GST,GSMN,56693
CDFO,chinook,3,2011,2012,6/17/2012,6/17/2012,169,S,H,5.4,78.5791996,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,49805
CDFO,chinook,1,2011,2012,6/4/2012,6/14/2012,161,F,H,3.31,64,R-Spius Cr,H-Spius Creek H,S-Spius Cr,BC,FRTH,TOMM,18485
CDFO,chinook,2,2011,2012,7/12/2012,7/12/2012,194,F,H,3.76,68,R-Elaho R,H-Tenderfoot Creek H,S-Porteau Cv,BC,GST,GSMN,9833
CDFO,chinook,3,2011,2012,6/27/2012,6/27/2012,179,S,H,3.1,65.58750236,R-Coquitlam R,H-Coquitlam River H,S-Chilliwack R,BC,FRTH,LWFR,22800
CDFO,chinook,2,1987,1988,4/15/1988,4/26/1988,111.5,S,H,3.4,67,R-Clearwater R Up,"H-Clearwater River, Up, H",S-Clearwater R Up,BC,FRTH,TOMM,67082
CDFO,chinook,2,1987,1988,4/15/1988,4/26/1988,111.5,S,H,3.4,67,R-Clearwater R Up,"H-Clearwater River, Up, H",S-Clearwater R Up,BC,FRTH,TOMM,66939
CDFO,chinook,3,1983,1984,6/15/1984,6/11/1984,165,S,H,5.5,79.05011355,R-Capilano R,H-Capilano River H,S-Big Qual+Capilano,BC,GST,GSMN,100297
CDFO,chinook,2,2002,2002,12/6/2002,12/6/2002,340,E,H,0.3,30.65894399,R-Gorbuscha Ch,H-Tenderfoot Creek H,S-Porteau Cv,BC,GST,GSMN,200447
CDFO,chinook,2,2000,2000,11/7/2000,11/7/2000,312,Z,H,NA,NA,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,81370
CDFO,chinook,3,2004,2005,5/12/2005,5/30/2005,141,S,H,5,76.63442959,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,202045
CDFO,chinook,1,1997,1999,4/21/1999,4/22/1999,111.5,Y,H,19.8,119,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,58721
CDFO,chinook,3,1997,1998,4/17/1998,4/24/1998,110.5,F,H,2,59,R-Chehalis R,H-Chehalis River H,S-Harrison R,BC,FRTH,LWFR,825014
CDFO,chinook,3,1997,1998,4/16/1998,4/29/1998,112.5,F,H,1.7,56,R-Chehalis R,H-Chehalis River H,S-Harrison R,BC,FRTH,LWFR,1672049
CDFO,chinook,3,1998,1999,5/23/1999,6/6/1999,150,S,H,5.9,80.878044,R-L Qualicum R,H-Little Qualicum Sp Chan,S-Big Qual+L Qualicm,BC,GST,GSVI,850162
CDFO,chinook,1,1997,1999,4/20/1999,4/21/1999,110.5,Y,H,19.3,119,R-Spius Cr,H-Spius Creek H,S-Spius Cr,BC,FRTH,TOMM,86095
CDFO,chinook,1,1997,1999,4/6/1999,4/12/1999,99,Y,H,13.9,109,R-Salmon R/TOMF,H-Spius Creek H,S-Salmon R/TOMF,BC,FRTH,TOMM,102986
CDFO,chinook,3,1998,1999,4/30/1999,5/1/1999,120.5,F,H,2,60,R-Chehalis R,H-Chehalis River H,S-Harrison R,BC,FRTH,LWFR,1144003
CDFO,chinook,2,2005,2006,5/10/2006,5/11/2006,130.5,S,H,5.38,76,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,63796
CDFO,chinook,2,1996,1997,4/30/1997,4/30/1997,120,S,H,2,56.8648614,R-Shuswap R Low,H-N Okanagan-Shuswap Sch,S-Shuswap R Low,BC,FRTH,TOMM,600
CDFO,chinook,3,1999,2000,7/2/2000,7/2/2000,184,S,H,4.5,75,R-Goldstream R,H-Goldstream River H,S-Cowichan R,BC,GST,GSVI,3126
CDFO,chinook,3,1999,2000,3/13/2000,3/14/2000,73.5,E,H,0.45,34.98623677,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,398057
CDFO,chinook,3,1999,2000,3/13/2000,3/14/2000,73.5,E,H,0.45,34.98623677,R-Cameron Lk,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,95828
CDFO,chinook,3,1999,2000,2/29/2000,2/29/2000,60,E,H,0.47,35.48516309,R-Horne Lk,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,539000
CDFO,chinook,3,1999,2000,2/29/2000,2/29/2000,60,E,H,0.47,35.48516309,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,517337
CDFO,chinook,3,1973,1974,6/15/1974,6/11/1974,164,S,H,5.01,76.68430442,R-Capilano R,H-Capilano River H,S-Big Qual+Capilano,BC,GST,GSMN,298452
CDFO,chinook,3,1999,2000,2/29/2000,2/29/2000,60,E,H,0.47,35.48516309,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,250508
CDFO,chinook,3,1998,1999,5/25/1999,6/6/1999,151,S,H,8.5,91.0886533,R-L Qualicum R,H-Little Qualicum Sp Chan,S-Big Qual+L Qualicm,BC,GST,GSVI,684831
CDFO,chinook,3,1999,2000,5/16/2000,5/16/2000,137,S,H,9.47,95,R-Chemainus R,H-Seaspring Salmon Farm,S-Chemainus R,BC,GST,GSVI,87510
CDFO,chinook,3,1999,2000,5/18/2000,6/1/2000,146,S,H,8.77,91,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,302060
CDFO,chinook,3,1999,2000,5/18/2000,6/1/2000,146,S,H,8.77,91,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,321756
CDFO,chinook,3,1999,2000,5/23/2000,6/7/2000,151.5,S,H,8.37,89,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,376450
CDFO,chinook,3,1999,2000,5/23/2000,6/7/2000,151.5,S,H,8.37,89,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,372834
CDFO,chinook,3,1999,2000,5/31/2000,5/31/2000,152,S,H,4.55,75,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,101379
CDFO,chinook,2,1999,2000,5/30/2000,5/30/2000,151,S,H,9.35,92,R-Courtenay Est,H-Comox Bay Seapen,S-Puntledge R,BC,GST,GSVI,85385
CDFO,chinook,2,1999,2000,6/2/2000,6/2/2000,154,S,H,7.8,87,R-Puntledge R Up,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,81554
CDFO,chinook,2,1999,2000,6/2/2000,6/2/2000,154,S,H,6.92,86,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,270979
CDFO,chinook,2,1999,2000,6/12/2000,6/12/2000,164,S,H,10.44,96,R-Courtenay Est,H-Comox Bay Seapen,S-Puntledge R,BC,GST,GSVI,166570
CDFO,chinook,2,2002,2003,5/29/2003,5/29/2003,149,S,H,7.2,87,R-Maria Sl,H-Inch Creek H,S-Maria Sl,BC,FRTH,LWFR,10052
CDFO,chinook,2,1990,1991,5/15/1991,5/16/1991,135.5,F,H,6.8,84.70475309,R-Eagle R,H-Eagle River H,S-Eagle R,BC,FRTH,TOMM,83159
CDFO,chinook,2,1990,1991,10/15/1991,10/3/1991,282,F,H,13,99,R-Quesnel R,H-Quesnel River H,S-Quesnel R,BC,FRTH,UPFR,50265
CDFO,chinook,3,2005,2006,4/25/2006,4/25/2006,115,S,H,3.4,67.59029425,R-Cowichan R Up,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,127435
CDFO,chinook,3,2001,2002,5/21/2002,5/21/2002,141,S,H,5.68,79.8834108,R-Cowichan Est,H-Cowichan Estuary Seapen,S-Cowichan R,BC,GST,GSVI,96786
CDFO,chinook,3,1999,2000,5/28/2000,5/31/2000,150.5,S,H,6.03,82,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,971031
CDFO,chinook,3,1999,2000,5/28/2000,5/31/2000,150.5,S,H,6.8,84,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,765396
CDFO,chinook,2,1998,1999,4/1/1999,4/1/1999,91,S,H,4.5,74.04982944,R-Nicomekl R,H-Steveston Salmon H,S-Chilliwack R,BC,GST,GSMS,6000
CDFO,chinook,3,1998,1999,6/3/1999,6/3/1999,154,S,H,5.6,75,R-Sliammon R,H-Sliammon River H,S-Lang Cr,BC,GST,GSMN,127866
CDFO,chinook,3,1998,1999,6/1/1999,6/1/1999,152,S,H,12.4,102,R-Duck Lk,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,122958
CDFO,chinook,2,1998,1999,6/6/1999,6/6/1999,157,S,H,7.6,87.8288266,R-Cheakamus R,H-Cheakamus River H,S-Porteau Cv,BC,GST,GSMN,18790
CDFO,chinook,3,2004,2005,5/13/2005,5/13/2005,133,S,H,6.91,85,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,176681
CDFO,chinook,3,2004,2005,5/13/2005,5/13/2005,133,S,H,6.91,85,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,181813
CDFO,chinook,3,1998,1999,5/17/1999,6/1/1999,144.5,S,H,7.9,88,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,364075
CDFO,chinook,3,1998,1999,5/17/1999,6/1/1999,144.5,S,H,6.3,81,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,448271
CDFO,chinook,3,2005,2006,5/24/2006,6/16/2006,155.5,S,H,5.8,71,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,326187
CDFO,chinook,3,2000,2001,5/25/2001,5/30/2001,147.5,S,H,7.64,87,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,1299922
CDFO,chinook,3,2000,2001,6/4/2001,6/4/2001,155,S,H,7.22,86,R-L Qualicum R,H-Little Qualicum Sp Chan,S-L Qualicum R,BC,GST,GSVI,780722
CDFO,chinook,1,2001,2003,4/18/2003,4/18/2003,108,Y,H,10.62,102,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,25289
CDFO,chinook,1,2001,2003,4/18/2003,4/18/2003,108,Y,H,10.62,102,R-Dome Cr,H-Penny H,S-Dome Cr,BC,FRTH,UPFR,25239
CDFO,chinook,2,1998,1999,5/8/1999,5/12/1999,130,S,H,6.7,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,384243
CDFO,chinook,2,1998,1999,5/8/1999,5/12/1999,130,S,H,6.7,83,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,41222
CDFO,chinook,2,1997,1998,5/29/1998,5/30/1998,149.5,S,H,7.9,87,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,327580
CDFO,chinook,2,1997,1998,5/19/1998,5/22/1998,140.5,S,H,5.4,78,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,656700
CDFO,chinook,2,2000,2001,5/28/2001,5/28/2001,148,S,H,8.56,90,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,86126
CDFO,chinook,2,2000,2001,5/28/2001,5/28/2001,148,S,H,8.56,90,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,84516
CDFO,chinook,2,2000,2001,5/15/2001,5/18/2001,136.5,S,H,6.38,82,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,125844
CDFO,chinook,2,2000,2001,5/15/2001,5/18/2001,136.5,S,H,6.38,82,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,126022
CDFO,chinook,3,2014,2015,4/15/2015,4/15/2015,105,S,H,5,76.63442959,R-Duck Lk,H-Duck Lakepen,S-Lang Cr,BC,GST,GSMN,440290
CDFO,chinook,3,2014,2015,3/4/2015,3/4/2015,63,F,H,2.8,63.44935247,R-Haslam Lk,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,150000
CDFO,chinook,3,2014,2015,6/1/2015,6/1/2015,152,S,H,6.1,81.76077647,R-Englishman R,H-Englishman River H,S-L Qualicum R,BC,GST,GSVI,1.00E+05
CDFO,chinook,3,2014,2015,6/16/2015,6/16/2015,167,S,H,6.2,82.19483662,R-Oyster R,H-Oyster River H,S-Oyster R,BC,GST,GSVI,41000
CDFO,chinook,3,2012,2013,6/8/2013,6/8/2013,159,S,H,7.87,90,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,254568
CDFO,chinook,3,2012,2013,6/8/2013,6/8/2013,159,S,H,7.87,90,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,253924
CDFO,chinook,3,2012,2013,5/23/2013,5/23/2013,143,S,H,5.65,80,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,368783
CDFO,chinook,3,2012,2013,5/23/2013,5/23/2013,143,S,H,5.6,80,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,368617
CDFO,chinook,2,2012,2013,5/13/2013,5/15/2013,134,S,H,6.36,81,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,57504
CDFO,chinook,3,1985,1986,5/15/1986,5/28/1986,141.5,S,H,9.8,95.40922052,R-Chemainus R,H-Seaspring Salmon Farm,S-Chemainus R,BC,GST,GSVI,65054
CDFO,chinook,3,2013,2014,5/23/2014,6/3/2014,148.5,S,H,6,80,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,235060
CDFO,chinook,3,2013,2014,5/23/2014,6/3/2014,148.5,S,H,6,80,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,218592
